country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Bangladesh,BD,BGD,50,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,56,Total,Units,%,Estimated value,Free,,Under 15 years old
Bangladesh,BD,BGD,50,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,70,Total,Units,%,Estimated value,Free,,Under 15 years old
Bangladesh,BD,BGD,50,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,81,Total,Units,%,Estimated value,Free,,Under 15 years old
Bangladesh,BD,BGD,50,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,86,Total,Units,%,Estimated value,Free,,Under 15 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,4.50,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,5.80,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,6.90,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,8.20,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,10.50,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,16.10,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,21.30,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,26.10,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,38.40,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,48.20,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,50.00,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,63.30,Female,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,4.30,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,3.30,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,6.90,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,8.80,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,12.50,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,18.20,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,22.20,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,30.90,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,44.60,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,57.90,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,64.50,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,72.20,Male,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,4.20,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,5.50,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,6.30,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,7.80,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,10.60,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,16.90,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,21.70,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,29.40,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,41.50,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,51.10,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,56.20,Total,,%,,,,10 to 19 years old
Belarus,BY,BLR,112,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,67.30,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,26.70,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,30.00,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,34.50,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,37.90,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,35.70,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,37.00,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,42.30,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,40.00,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,40.00,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,40.00,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,38.50,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,42.30,Female,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,25.00,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,31.30,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,33.30,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,40.00,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,40.00,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,42.90,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,50.00,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,57.10,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,50.00,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,57.10,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,53.30,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,56.30,Male,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,28.30,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,31.10,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,31.10,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,37.20,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,38.10,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,41.50,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,42.50,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,46.20,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,46.20,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,46.20,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,45.00,Total,,%,,,,10 to 19 years old
Belgium,BE,BEL,56,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,47.60,Total,,%,,,,10 to 19 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,74,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,52,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,66,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,60,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,57,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,59,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,52,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,51,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,38,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,42,Total,Units,%,Estimated value,Free,,Under 15 years old
Belize,BZ,BLZ,84,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,37,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,11,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,16,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,12,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,17,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,20,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,18,Total,Units,%,Estimated value,Free,,Under 15 years old
Benin,BJ,BEN,204,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,22,Total,Units,%,Estimated value,Free,,Under 15 years old
